datetime_utc,temperature
20010628-18:30,31
20010628-19:30,31
20010628-20:30,30
20010628-21:30,30
20010628-22:30,30
20010629-00:30,29
20010629-01:30,30
20010629-02:30,32
20010629-03:30,33
20010629-04:30,34
20010629-05:30,36
20010629-06:30,36
20010629-07:30,35
20010629-08:30,33
20010629-09:30,31
20010629-10:30,
20010629-11:30,36
20010629-12:30,35
20010629-13:30,34
20010629-14:30,33
20010629-15:30,31
20010629-16:30,30
20010629-17:30,30
20010629-18:30,30
20010629-20:30,30
20010629-21:30,29
20010629-22:30,29
20010629-23:30,29
20010630-00:30,28
20010630-01:30,28
20010630-02:30,28
20010630-03:30,30
20010630-04:30,29
20010630-05:30,31
20010630-06:30,32
20010630-07:30,33
20010630-08:30,34
20010630-09:30,35
20010630-10:30,33
20010630-11:30,28
20010630-12:30,27
20010630-13:30,27
20010630-14:30,27
20010630-15:30,27
20010630-16:30,27
20010630-17:30,28
20010630-18:30,27
20010630-19:30,28
20010630-20:30,28
20010630-21:30,28
20010630-22:30,28
20010630-23:30,28
20010701-00:30,28
20010701-01:30,29
20010701-02:30,31
20010701-03:30,31
20010701-04:30,33
20010701-05:30,33
20010701-06:30,34
20010701-07:30,35
20010701-08:30,35
20010701-09:30,36
20010701-10:30,33
20010701-11:30,33
20010701-12:30,32
20010701-13:30,31
20010701-14:30,30
20010701-15:30,30
20010701-16:30,30
20010701-17:30,30
20010701-18:30,29
20010701-23:30,28
20010702-02:30,32
20010702-03:30,
20010702-04:30,35
20010702-05:30,35
20010702-06:30,35
20010702-07:30,
20010702-08:30,35
20010702-09:30,31
20010702-10:30,32
20010702-11:30,32
20010702-12:30,32
20010702-13:30,32
20010702-14:30,31
20010702-15:30,31
20010702-16:30,31
20010702-17:30,31
20010702-18:30,31
20010702-20:30,30
20010702-21:30,30
20010702-22:30,29
20010702-23:30,29
20010703-00:30,
20010703-01:30,29
20010703-02:30,30
20010703-03:30,30
20010703-04:30,32
20010703-05:30,33
20010703-06:30,34
20010703-07:30,35
20010703-08:30,34
20010703-09:30,34
20010703-10:30,35
20010703-11:30,33
20010703-12:30,33
20010703-13:30,32
20010703-14:30,32
20010703-15:30,31
20010703-16:30,30
20010703-17:30,30
20010703-18:30,29
20010703-19:30,29
20010703-20:30,28
20010703-21:30,28
20010703-22:30,28
20010703-23:30,
20010704-00:30,28
20010704-01:30,29
20010704-02:30,30
20010704-03:30,31
20010704-04:30,31
20010704-05:30,32
20010704-06:30,33
20010704-07:30,32
20010704-08:30,33
20010704-09:30,33
20010704-10:30,33
20010704-11:30,34
20010704-12:30,34
20010704-13:30,33
20010704-14:30,33
20010704-15:30,32
20010704-16:30,31
20010704-17:30,31
20010704-18:30,31
20010704-19:30,30
20010704-20:30,30
20010704-21:30,30
20010705-00:30,30
20010705-01:30,30
20010705-02:30,32
20010705-03:30,33
20010705-04:30,34
20010705-05:30,35
20010705-06:30,35
20010705-07:30,36
20010705-08:30,37
20010705-09:30,37
20010705-10:30,37
20010705-11:30,39
20010705-12:30,38
20010705-13:30,37
20010705-14:30,35
20010705-15:30,35
20010705-16:30,34
20010705-17:30,33
20010705-18:30,33
20010705-19:30,32
20010705-20:30,32
20010705-21:30,32
20010705-22:30,31
20010705-23:30,30
20010706-00:30,30
20010706-01:30,30
20010706-02:30,31
20010706-03:30,33
20010706-04:30,33
20010706-05:30,34
20010706-06:30,35
20010706-07:30,37
20010706-08:30,38
20010706-09:30,38
20010706-10:30,39
20010706-11:30,39
20010706-12:30,38
20010706-13:30,38
20010706-14:30,36
20010706-15:30,35
20010706-16:30,35
20010706-17:30,34
20010706-18:30,33
20010706-19:30,33
20010706-20:30,33
20010706-21:30,32
20010706-22:30,32
20010706-23:30,31
20010707-00:30,31
20010707-01:30,31
20010707-02:30,33
20010707-03:30,34
20010707-04:30,35
20010707-05:30,35
20010707-06:30,37
20010707-07:30,37
20010707-08:30,37
20010707-09:30,32
20010707-10:30,28
20010707-11:30,27
20010707-12:30,27
20010707-13:30,27
20010707-14:30,27
20010707-15:30,26
20010707-16:30,26
20010707-17:30,27
20010707-18:30,27
20010707-19:30,27
20010707-20:30,27
20010707-21:30,27
20010707-22:30,27
20010708-00:30,27
20010708-01:30,28
20010708-02:30,29
20010708-03:30,31
20010708-04:30,31
20010708-05:30,33
20010708-06:30,33
20010708-07:30,34
20010708-08:30,35
20010708-09:30,36
20010708-10:30,36
20010708-11:30,36
20010708-12:30,36
20010708-13:30,35
20010708-14:30,34
20010708-15:30,32
20010708-16:30,31
20010708-17:30,31
20010708-18:30,30
20010708-19:30,
20010708-20:30,30
20010708-21:30,29
20010708-22:30,29
20010708-23:30,29
20010709-00:30,29
20010709-01:30,31
20010709-02:30,32
20010709-03:30,34
20010709-04:30,34
20010709-05:30,35
20010709-06:30,35
20010709-07:30,37
20010709-08:30,37
20010709-09:30,37
20010709-10:30,38
20010709-11:30,37
20010709-12:30,34
20010709-13:30,33
20010709-14:30,32
20010709-15:30,32
20010709-16:30,32
20010709-17:30,32
20010709-18:30,32
20010709-19:30,32
20010709-20:30,32
20010709-21:30,31
20010709-22:30,31
20010709-23:30,30
20010710-00:30,30
20010710-01:30,31
20010710-02:30,33
20010710-03:30,34
20010710-04:30,34
20010710-05:30,36
20010710-06:30,36
20010710-07:30,37
20010710-08:30,37
20010710-09:30,37
20010710-10:30,38
20010710-11:30,37
20010710-12:30,36
20010710-13:30,35
20010710-14:30,34
20010710-15:30,34
20010710-16:30,34
20010710-17:30,33
20010710-18:30,32
20010710-19:30,32
20010710-20:30,31
20010710-21:30,31
20010710-22:30,30
20010711-00:30,30
20010711-01:30,30
20010711-02:30,31
20010711-03:30,31
20010711-04:30,32
20010711-05:30,33
20010711-06:30,34
20010711-07:30,35
20010711-10:30,35
20010711-11:30,35
20010711-12:30,34
20010711-13:30,34
20010711-14:30,33
20010711-15:30,33
20010711-16:30,32
20010711-17:30,31
20010711-18:30,31
20010711-19:30,30
20010711-20:30,30
20010711-21:30,29
20010711-22:30,29
20010712-00:30,28
20010712-01:30,29
20010712-02:30,30
20010712-03:30,32
20010712-04:30,32
20010712-06:30,34
20010712-07:30,35
20010712-08:30,35
20010712-09:30,34
20010712-10:30,35
20010712-11:30,35
20010712-12:30,31
20010712-13:30,30
20010712-14:30,30
20010712-15:30,30
20010712-16:30,30
20010712-17:30,29
20010712-18:30,29
20010712-19:30,29
20010712-20:30,29
20010712-21:30,29
20010712-22:30,28
20010712-23:30,28
20010713-00:30,29
20010713-01:30,28
20010713-02:30,29
20010713-03:30,30
20010713-04:30,31
20010713-05:30,32
20010713-06:30,33
20010713-07:30,33
20010713-08:30,34
20010713-09:30,32
20010713-10:30,32
20010713-11:30,33
20010713-12:30,32
20010713-13:30,31
20010713-14:30,30
20010713-15:30,30
20010713-16:30,30
20010713-17:30,29
20010713-18:30,29
20010713-19:30,29
20010713-20:30,28
20010713-21:30,28
20010713-22:30,28
20010713-23:30,28
20010714-00:30,28
20010714-01:30,27
20010714-02:30,
20010714-03:30,27
20010714-04:30,26
20010714-05:30,27
20010714-06:30,28
20010714-07:30,28
20010714-08:30,28
20010714-09:30,29
20010714-10:30,30
20010714-11:30,30
20010714-12:30,31
20010714-13:30,28
20010714-14:30,26
20010714-15:30,27
20010714-16:30,27
20010714-17:30,27
20010714-18:30,27
20010714-19:30,27
20010714-20:30,26
20010714-21:30,26
20010715-00:30,26
20010715-01:30,27
20010715-02:30,27
20010715-03:30,28
20010715-04:30,29
20010715-05:30,31
20010715-06:30,31
20010715-07:30,32
20010715-08:30,32
20010715-09:30,32
20010715-10:30,33
20010715-11:30,33
20010715-12:30,32
20010715-13:30,31
20010715-14:30,30
20010715-15:30,30
20010715-16:30,30
20010715-17:30,29
20010715-18:30,29
20010715-19:30,29
20010715-20:30,29
20010715-21:30,28
20010715-22:30,28
20010716-00:30,28
20010716-01:30,28
20010716-02:30,28
20010716-03:30,29
20010716-04:30,29
20010716-05:30,30
20010716-06:30,31
20010716-07:30,29
20010716-08:30,32
20010716-09:30,32
20010716-10:30,33
20010716-11:30,33
20010716-12:30,32
20010716-13:30,31
20010716-14:30,
20010716-15:30,30
20010716-16:30,30
20010716-17:30,
20010716-18:30,29
20010716-19:30,28
20010716-20:30,28
20010716-21:30,28
20010716-22:30,27
20010717-00:30,27
20010717-01:30,27
20010717-02:30,28
20010717-03:30,30
20010717-04:30,30
20010717-05:30,31
20010717-06:30,33
20010717-08:30,34
20010717-09:30,35
20010717-10:30,35
20010717-11:30,35
20010717-12:30,34
20010717-13:30,33
20010717-14:30,32
20010717-15:30,31
20010717-16:30,30
20010717-17:30,29
20010717-18:30,29
20010717-19:30,29
20010717-20:30,29
20010717-21:30,28
20010717-22:30,28
20010717-23:30,28
20010718-00:30,28
20010718-01:30,29
20010718-02:30,29
20010718-03:30,29
20010718-04:30,30
20010718-05:30,32
20010718-06:30,33
20010718-08:30,34
20010718-09:30,33
20010718-10:30,34
20010718-11:30,34
20010718-12:30,33
20010718-13:30,33
20010718-14:30,32
20010718-15:30,31
20010718-16:30,30
20010718-17:30,30
20010718-18:30,34
20010718-19:30,30
20010718-20:30,30
20010718-21:30,29
20010718-22:30,29
20010718-23:30,29
20010719-00:30,29
20010719-01:30,30
20010719-02:30,31
20010719-03:30,32
20010719-04:30,32
20010719-05:30,33
20010719-06:30,34
20010719-07:30,33
20010719-08:30,29
20010719-09:30,33
20010719-10:30,33
20010719-11:30,32
20010719-12:30,31
20010719-13:30,30
20010719-14:30,29
20010719-15:30,30
20010719-16:30,30
20010719-17:30,30
20010719-18:30,29
20010719-19:30,29
20010719-20:30,29
20010719-21:30,29
20010719-22:30,29
20010719-23:30,29
20010720-00:30,29
20010720-01:30,29
20010720-02:30,29
20010720-03:30,29
20010720-04:30,30
20010720-05:30,31
20010720-06:30,32
20010720-07:30,33
20010720-08:30,33
20010720-09:30,33
20010720-10:30,34
20010720-11:30,34
20010720-12:30,33
20010720-13:30,32
20010720-14:30,32
20010720-15:30,31
20010720-16:30,31
20010720-17:30,30
20010720-18:30,31
20010720-19:30,30
20010720-20:30,30
20010720-21:30,29
20010720-22:30,29
20010720-23:30,29
20010721-00:30,29
20010721-01:30,29
20010721-02:30,30
20010721-03:30,29
20010721-04:30,29
20010721-05:30,28
20010721-06:30,28
20010721-07:30,28
20010721-08:30,31
20010721-09:30,31
20010721-10:30,31
20010721-11:30,30
20010721-12:30,30
20010721-13:30,29
20010721-14:30,28
20010721-15:30,28
20010721-16:30,28
20010721-17:30,28
20010721-18:30,27
20010721-19:30,27
20010721-20:30,27
20010721-21:30,27
20010721-22:30,27
20010721-23:30,27
20010722-00:30,27
20010722-01:30,27
20010722-02:30,27
20010722-03:30,27
20010722-04:30,29
20010722-05:30,29
20010722-06:30,29
20010722-08:30,29
20010722-09:30,31
20010722-10:30,32
20010722-11:30,31
20010722-12:30,31
20010722-13:30,31
20010722-14:30,30
20010722-15:30,30
20010722-16:30,30
20010722-17:30,30
20010722-18:30,30
20010722-19:30,29
20010722-20:30,29
20010722-21:30,28
20010722-22:30,28
20010722-23:30,27
20010723-00:30,28
20010723-01:30,28
20010723-02:30,30
20010723-03:30,32
20010723-04:30,32
20010723-05:30,33
20010723-06:30,34
20010723-07:30,34
20010723-08:30,34
20010723-09:30,33
20010723-10:30,34
20010723-11:30,35
20010723-12:30,34
20010723-13:30,33
20010723-14:30,32
20010723-15:30,32
20010723-16:30,32
20010723-18:30,31
20010723-19:30,30
20010723-20:30,30
20010723-21:30,30
20010723-22:30,29
20010723-23:30,29
20010724-00:30,29
20010724-01:30,30
20010724-02:30,31
20010724-03:30,32
20010724-04:30,33
20010724-05:30,33
20010724-06:30,34
20010724-07:30,34
20010724-08:30,29
20010724-09:30,33
20010724-10:30,33
20010724-11:30,33
20010724-12:30,32
20010724-13:30,32
20010724-14:30,31
20010724-15:30,31
20010724-16:30,30
20010724-17:30,30
20010724-18:30,30
20010724-19:30,30
20010724-20:30,29
20010724-21:30,29
20010724-22:30,29
20010724-23:30,29
20010725-00:30,29
20010725-01:30,30
20010725-02:30,31
20010725-03:30,32
20010725-04:30,33
20010725-05:30,34
20010725-06:30,34
20010725-07:30,34
20010725-08:30,35
20010725-09:30,35
20010725-10:30,30
20010725-12:30,28
20010725-13:30,28
20010725-14:30,28
20010725-15:30,28
20010725-16:30,28
20010725-17:30,28
20010725-18:30,28
20010725-19:30,29
20010725-20:30,28
20010725-21:30,28
20010725-22:30,28
20010725-23:30,28
20010726-00:30,28
20010726-01:30,28
20010726-02:30,29
20010726-04:30,31
20010726-05:30,32
20010726-06:30,34
20010726-07:30,34
20010726-08:30,33
20010726-09:30,30
20010726-10:30,29
20010726-11:30,28
20010726-12:30,27
20010726-13:30,27
20010726-14:30,27
20010726-15:30,27
20010726-16:30,27
20010726-17:30,27
20010726-18:30,27
20010726-19:30,27
20010726-20:30,27
20010726-21:30,27
20010726-22:30,27
20010726-23:30,27
20010727-00:30,27
20010727-01:30,28
20010727-02:30,29
20010727-03:30,29
20010727-04:30,30
20010727-05:30,31
20010727-06:30,32
20010727-07:30,33
20010727-08:30,33
20010727-09:30,33
20010727-10:30,33
20010727-11:30,33
20010727-12:30,31
20010727-13:30,30
20010727-14:30,29
20010727-15:30,29
20010727-16:30,28
20010727-17:30,28
20010727-18:30,28
20010727-19:30,28
20010727-20:30,28
20010727-21:30,28
20010727-22:30,27
20010727-23:30,26
20010728-00:30,27
20010728-01:30,27
20010728-02:30,29
20010728-03:30,29
20010728-04:30,30
20010728-05:30,31
20010728-06:30,32
20010728-07:30,32
20010728-08:30,32
20010728-09:30,33
20010728-10:30,33
20010728-11:30,33
20010728-12:30,33
20010728-13:30,32
20010728-14:30,31
20010728-15:30,30
20010728-16:30,29
20010728-17:30,29
20010728-18:30,29
20010728-19:30,29
20010728-20:30,29
20010728-21:30,29
20010728-22:30,29
20010728-23:30,28
20010729-00:30,28
20010729-01:30,28
20010729-02:30,29
20010729-03:30,30
20010729-04:30,31
20010729-05:30,32
20010729-06:30,32
20010729-07:30,32
20010729-08:21,33
20010729-09:30,34
20010729-10:30,34
20010729-11:30,34
20010729-12:30,34
20010729-13:30,32
20010729-14:30,32
20010729-15:30,31
20010729-16:30,30
20010729-17:30,30
20010729-18:30,29
20010729-19:30,29
20010729-20:30,28
20010729-21:30,28
20010729-22:30,28
20010729-23:30,28
20010730-00:30,28
20010730-01:30,28
20010730-02:30,29
20010730-03:30,29
20010730-04:30,30
20010730-05:30,30
20010730-06:30,31
20010730-07:30,32
20010730-08:30,33
20010730-09:30,34
20010730-10:30,34
20010730-11:30,34
20010730-12:30,33
20010730-13:30,32
20010730-14:30,31
20010730-15:30,30
20010730-16:30,30
20010730-17:30,30
20010730-18:30,30
20010730-19:30,29
20010730-20:30,29
20010730-21:30,29
20010730-23:30,28
20010731-00:30,28
20010731-01:30,29
20010731-02:30,29
20010731-03:30,31
20010731-04:30,32
20010731-06:30,34
20010731-07:30,34
20010731-08:30,35
20010731-09:30,35
20010731-10:30,35
20010731-11:30,35
20010731-12:30,34
20010731-13:30,33
20010731-14:30,32
20010731-15:30,31
20010731-16:30,32
20010731-17:30,32
20010731-18:30,31
20010731-19:30,30
20010731-20:30,29
20010731-21:30,29
20010731-22:30,28
20010801-00:30,28
20010801-01:30,29
20010801-02:30,30
20010801-03:30,32
20010801-04:30,32
20010801-05:30,34
20010801-06:30,34
20010801-07:30,35
20010801-08:30,36
20010801-09:30,36
20010801-10:30,36
20010801-11:30,35
20010801-12:30,35
20010801-13:30,34
20010801-14:30,33
20010801-15:30,32
20010801-16:30,32
20010801-17:30,31
20010801-18:30,30
20010801-19:30,30
20010801-20:30,30
20010801-21:30,30
20010801-22:30,29
20010801-23:30,29
20010802-00:30,29
20010802-01:30,29
20010802-02:30,30
20010802-03:30,31
20010802-04:30,32
20010802-05:30,33
20010802-06:30,34
20010802-07:30,35
20010802-09:30,36
20010802-10:30,36
20010802-11:30,36
20010802-12:30,35
20010802-13:30,34
20010802-14:30,33
20010802-15:30,32
20010802-16:30,32
20010802-17:30,31
20010802-18:30,31
20010802-19:30,31
20010802-20:30,30
20010802-21:30,30
20010802-22:30,29
20010802-23:30,29
20010803-00:30,28
20010803-01:30,29
20010803-02:30,29
20010803-03:30,31
20010803-04:30,32
20010803-05:30,34
20010803-06:30,35
20010803-07:30,35
20010803-08:30,35
20010803-09:30,35
20010803-10:30,36
20010803-11:30,36
20010803-12:30,34
20010803-13:30,33
20010803-14:30,32
20010803-15:30,31
20010803-16:30,31
20010803-17:30,30
20010803-18:30,30
20010803-19:30,30
20010803-20:30,29
20010803-21:30,29
20010803-22:30,29
20010803-23:30,28
20010804-00:30,28
20010804-01:30,28
20010804-02:30,29
20010804-03:30,30
20010804-04:30,30
20010804-05:30,28
20010804-06:30,29
20010804-07:30,30
20010804-08:30,30
20010804-09:30,31
20010804-10:30,33
20010804-11:30,33
20010804-12:30,31
20010804-14:30,26
20010804-15:30,26
20010804-16:30,27
20010804-17:30,27
20010804-18:30,27
20010804-19:30,27
20010804-20:30,27
20010804-21:30,27
20010804-22:30,27
20010804-23:30,27
20010805-00:30,27
20010805-01:30,27
20010805-02:30,28
20010805-03:30,31
20010805-04:30,31
20010805-05:30,33
20010805-06:30,33
20010805-07:30,33
20010805-08:30,34
20010805-09:30,34
20010805-10:30,35
20010805-11:30,34
20010805-12:30,31
20010805-13:30,30
20010805-14:30,30
20010805-15:30,30
20010805-16:30,30
20010805-17:30,29
20010805-18:30,29
20010805-19:30,29
20010805-20:30,28
20010805-21:30,28
20010805-22:30,28
20010806-00:30,28
20010806-01:30,29
20010806-02:30,29
20010806-03:30,31
20010806-04:30,32
20010806-05:30,33
20010806-06:30,34
20010806-07:30,34
20010806-08:30,34
20010806-09:30,35
20010806-10:30,32
20010806-11:30,31
20010806-12:30,28
20010806-13:30,26
20010806-14:30,27
20010806-15:30,28
20010806-16:30,27
20010806-17:30,27
20010806-18:30,27
20010806-19:30,27
20010806-20:30,27
20010806-21:30,27
20010806-22:30,27
20010806-23:30,27
20010807-00:30,27
20010807-01:30,27
20010807-02:30,28
20010807-03:30,30
20010807-04:30,31
20010807-05:30,32
20010807-06:30,33
20010807-07:30,34
20010807-08:30,34
20010807-09:30,34
20010807-10:30,30
20010807-11:30,30
20010807-12:30,30
20010807-13:30,29
20010807-14:30,29
20010807-15:30,
20010807-16:30,
20010807-17:30,28
20010807-18:30,28
20010807-19:30,28
20010807-20:30,28
20010807-21:30,28
20010807-22:30,28
20010807-23:30,28
20010808-00:30,28
20010808-01:30,26
20010808-02:30,25
20010808-03:30,25
20010808-04:30,27
20010808-05:30,31
20010808-06:30,32
20010808-07:30,33
20010808-08:30,34
20010808-09:30,34
20010808-10:30,32
20010808-11:30,29
20010808-12:30,29
20010808-13:30,30
20010808-14:30,30
20010808-15:30,29
20010808-16:30,29
20010808-17:30,29
20010808-18:30,28
20010808-19:30,28
20010808-20:30,28
20010808-21:30,27
20010808-22:30,27
20010808-23:30,27
20010809-00:30,27
20010809-01:30,27
20010809-02:30,29
20010809-03:30,30
20010809-04:30,32
20010809-05:30,32
20010809-06:30,33
20010809-07:30,32
20010809-08:30,29
20010809-09:30,33
20010809-10:30,31
20010809-11:30,29
20010809-12:30,31
20010809-13:30,31
20010809-14:30,31
20010809-15:30,30
20010809-16:30,30
20010809-17:30,29
20010809-18:30,29
20010809-19:30,28
20010809-20:30,28
20010809-21:30,28
20010809-22:30,28
20010809-23:30,28
20010810-00:30,28
20010810-01:30,29
20010810-02:30,30
20010810-03:30,30
20010810-04:30,32
20010810-05:30,32
20010810-06:30,33
20010810-07:30,34
20010810-08:30,34
20010810-09:30,35
20010810-10:30,35
20010810-11:30,34
20010810-12:30,33
20010810-13:30,32
20010810-14:30,31
20010810-15:30,31
20010810-16:30,30
20010810-17:30,30
20010810-18:30,30
20010810-19:30,28
20010810-20:30,29
20010810-21:30,29
20010810-22:30,29
20010810-23:30,29
20010811-00:30,28
20010811-01:30,30
20010811-02:30,31
20010811-03:30,32
20010811-04:30,33
20010811-05:30,34
20010811-06:30,35
20010811-07:30,35
20010811-08:30,36
20010811-09:30,36
20010811-10:30,36
20010811-11:30,36
20010811-12:30,36
20010811-13:30,35
20010811-14:30,34
20010811-15:30,32
20010811-16:30,32
20010811-17:30,32
20010811-18:30,31
20010811-19:30,31
20010811-20:30,30
20010811-21:30,30
20010811-22:30,29
20010811-23:30,29
20010812-00:30,29
20010812-01:30,29
20010812-02:30,31
20010812-03:30,32
20010812-04:30,33
20010812-05:30,34
20010812-06:30,35
20010812-07:30,35
20010812-08:30,36
20010812-09:30,36
20010812-10:30,36
20010812-11:30,37
20010812-12:30,36
20010812-13:30,34
20010812-14:30,32
20010812-15:30,31
20010812-16:30,31
20010812-17:30,31
20010812-18:30,30
20010812-19:30,30
20010812-20:30,30
20010812-21:30,30
20010812-22:30,30
20010812-23:30,30
20010813-00:30,30
20010813-01:30,30
20010813-02:30,31
20010813-03:30,31
20010813-04:30,32
20010813-05:30,33
20010813-06:30,34
20010813-07:30,34
20010813-08:30,34
20010813-09:30,34
20010813-10:30,34
20010813-11:30,33
20010813-12:30,28
20010813-13:30,26
20010813-14:30,25
20010813-15:30,26
20010813-16:30,26
20010813-17:30,26
20010813-18:30,26
20010813-19:30,26
20010813-20:30,26
20010813-21:30,27
20010813-22:30,27
20010813-23:30,27
20010814-00:30,27
20010814-01:30,27
20010814-02:30,26
20010814-03:30,26
20010814-04:30,26
20010814-05:30,26
20010814-06:30,26
20010814-07:30,26
20010814-09:30,28
20010814-10:30,29
20010814-11:30,29
20010814-13:30,29
20010814-14:30,27
20010814-15:30,27
20010814-16:30,27
20010814-17:30,27
20010814-18:30,27
20010814-19:30,27
20010814-20:30,27
20010814-21:30,27
20010814-22:30,27
20010814-23:30,27
20010815-00:30,27
20010815-01:30,27
20010815-02:30,29
20010815-03:30,31
20010815-04:30,32
